epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
65,1901.79,1.7771,1.32819,1.1184,0.77449,0.7079,0.75814,0.41315,1.71846,1.10155,1.05094,0.000333058,0.000333058,0.000333058
66,1930.46,1.74937,1.33748,1.09548,0.75859,0.73662,0.7652,0.46373,1.59898,1.07408,1.00921,0.000324058,0.000324058,0.000324058
67,1958.69,1.74655,1.34118,1.1208,0.75135,0.73744,0.75138,0.45074,1.6003,1.09202,1.01484,0.000315059,0.000315059,0.000315059
68,1987.05,1.7396,1.3487,1.11325,0.77283,0.70064,0.75858,0.44305,1.66116,1.09265,1.02259,0.00030606,0.00030606,0.00030606
69,2015.76,1.7278,1.32832,1.10999,0.75525,0.72765,0.76705,0.4521,1.60744,1.09244,1.00905,0.000297061,0.000297061,0.000297061
70,2044.74,1.73618,1.31153,1.10881,0.78,0.71331,0.75944,0.46108,1.60259,1.08616,1.01429,0.000288062,0.000288062,0.000288062
71,2072.88,1.70377,1.29508,1.09773,0.73445,0.72019,0.76272,0.45723,1.63919,1.08691,1.021,0.000279063,0.000279063,0.000279063
72,2100.86,1.72277,1.28839,1.10225,0.7735,0.72697,0.77194,0.44426,1.63503,1.08208,1.01511,0.000270064,0.000270064,0.000270064
73,2129.13,1.73191,1.3107,1.11343,0.75196,0.73292,0.76741,0.44929,1.61396,1.08009,1.00304,0.000261065,0.000261065,0.000261065
74,2157.36,1.6879,1.27831,1.09466,0.75593,0.72076,0.76029,0.45708,1.62164,1.05699,1.01417,0.000252066,0.000252066,0.000252066
75,2186.47,1.68801,1.28783,1.09196,0.76902,0.73039,0.76782,0.46525,1.56948,1.05108,0.99587,0.000243067,0.000243067,0.000243067
76,2214.84,1.71621,1.27393,1.09005,0.7307,0.75885,0.76754,0.47308,1.61522,1.04925,1.00655,0.000234068,0.000234068,0.000234068
77,2243.2,1.6986,1.28637,1.10271,0.77197,0.74747,0.77368,0.47981,1.58564,1.0403,0.99898,0.000225068,0.000225068,0.000225068
78,2271.29,1.70576,1.26219,1.08747,0.72564,0.74364,0.76023,0.44565,1.70776,1.0911,1.04076,0.000216069,0.000216069,0.000216069
79,2298.83,1.68536,1.25587,1.08262,0.73007,0.73073,0.76353,0.44416,1.71162,1.0646,1.03348,0.00020707,0.00020707,0.00020707
80,2327.52,1.69947,1.26162,1.08831,0.73323,0.75474,0.78484,0.4891,1.56599,1.0578,0.99738,0.000198071,0.000198071,0.000198071
81,2355.68,1.70917,1.27527,1.08641,0.73575,0.77795,0.7759,0.46138,1.61546,1.04981,1.00787,0.000189072,0.000189072,0.000189072
82,2383.51,1.68247,1.24194,1.09775,0.7838,0.73231,0.77251,0.47018,1.59312,1.04366,1.00126,0.000180073,0.000180073,0.000180073
83,2411.97,1.67438,1.23438,1.0872,0.74392,0.76402,0.77497,0.4717,1.58005,1.02956,1.00238,0.000171074,0.000171074,0.000171074
84,2440.21,1.68415,1.23876,1.09426,0.74363,0.76023,0.77174,0.47126,1.5887,1.03196,0.99808,0.000162075,0.000162075,0.000162075
85,2468.49,1.67388,1.22585,1.08559,0.77695,0.73743,0.77516,0.45133,1.62834,1.04665,1.00922,0.000153076,0.000153076,0.000153076
86,2497.25,1.67327,1.21403,1.07907,0.78813,0.73838,0.78688,0.46325,1.6109,1.02705,1.00767,0.000144077,0.000144077,0.000144077
87,2525.5,1.67037,1.22677,1.08489,0.75423,0.73942,0.76295,0.44529,1.63052,1.05543,1.01013,0.000135077,0.000135077,0.000135077
88,2553.92,1.67357,1.2105,1.07021,0.76907,0.74862,0.78325,0.4778,1.56381,1.0248,0.99251,0.000126078,0.000126078,0.000126078
89,2582.14,1.6811,1.23809,1.07945,0.7419,0.76871,0.78365,0.46954,1.58903,1.03731,0.99744,0.000117079,0.000117079,0.000117079
90,2609.9,1.66466,1.20705,1.08168,0.75981,0.76186,0.79022,0.48036,1.56423,1.031,0.99632,0.00010808,0.00010808,0.00010808
